len,packet_id,flags,ttl,protocol,checksum,source_port,destination_port,test
44,274,0,49,6,50523,46740,8088,0
44,60031,0,42,6,58093,46740,50500,0
44,61098,0,49,6,55234,46740,801,0
44,43751,0,57,6,4998,46740,1104,0
44,43390,0,57,6,5359,46740,49400,0
44,33308,0,43,6,19025,46740,9000,0
44,49093,0,57,6,65191,46740,1594,0
44,15535,0,47,6,35774,46740,787,0
44,13798,0,39,6,39559,46740,9666,0
44,4766,0,39,6,48591,46740,146,0
44,52881,0,47,6,63963,46740,52673,0
44,36334,0,52,6,13695,46740,5963,0
44,42178,0,42,6,10411,46740,1175,0
44,63745,0,55,6,51051,46740,9071,0
44,17846,0,41,6,34999,46740,1124,0
44,6556,0,54,6,42961,46740,880,0
44,38252,0,50,6,12289,46740,1053,0
44,38808,0,51,6,11477,46740,3168,0
44,202,0,37,6,53667,46740,32777,0
44,40630,0,47,6,10679,46740,5718,0
44,17933,0,38,6,35680,46740,7937,0
44,23081,0,38,6,30532,46740,981,0
44,31412,0,39,6,21945,46740,23502,0
44,20421,0,42,6,32168,46740,5280,0
44,5848,0,49,6,44949,46740,1300,0
44,23177,0,56,6,25828,46740,544,0
44,13034,0,37,6,40835,46740,1043,0
44,51354,0,41,6,1491,46740,1218,0
44,6027,0,43,6,46306,46740,5902,0
44,49882,0,55,6,64914,46740,1524,0
44,63608,0,38,6,55540,46740,2020,0
44,25645,0,53,6,24128,46740,9415,0
44,6755,0,59,6,41482,46740,2035,0
40,50410,0,38,6,3207,1104,46740,0
40,49946,0,38,6,3671,801,46740,0
40,23109,0,38,6,30508,50500,46740,0
40,19921,0,38,6,33696,2035,46740,0
44,2994,0,52,6,47035,46740,3546,0
40,27017,0,38,6,26600,3546,46740,0
44,38206,0,43,6,14127,46740,16113,0
44,63510,0,39,6,55382,46740,4321,0
44,51707,0,50,6,64369,46740,5910,0
44,34843,0,39,6,18514,46740,6901,0
44,37782,0,58,6,10711,46740,3,0
44,59975,0,56,6,54565,46740,1023,0
44,12633,0,47,6,38676,46740,1137,0
44,14495,0,53,6,35278,46740,4279,0
44,53992,0,55,6,60804,46740,5298,0
44,59857,0,53,6,55451,46740,7103,0
44,38680,0,39,6,14677,46740,8400,0
40,1830,0,38,6,51787,1023,46740,0
40,33872,0,38,6,19745,3,46740,0
40,38097,0,38,6,15520,6901,46740,0
40,8998,0,38,6,44619,5910,46740,0
40,21617,0,38,6,32000,4321,46740,0
40,59550,0,38,6,59602,16113,46740,0
40,4574,0,38,6,49043,8400,46740,0
40,23985,0,38,6,29632,7103,46740,0
40,38296,0,38,6,15321,5298,46740,0
40,16406,0,38,6,37211,4279,46740,0
40,42229,0,38,6,11388,1137,46740,0
44,46698,0,39,6,6659,46740,55600,0
44,6129,0,53,6,43644,46740,2401,0
44,60549,0,45,6,56807,46740,6689,0
44,42159,0,55,6,7102,46740,902,0
44,16412,0,50,6,34129,46740,545,0
44,36747,0,53,6,13026,46740,6059,0
44,46154,0,52,6,3875,46740,8000,0
44,25318,0,48,6,25735,46740,4343,0
44,9127,0,54,6,40390,46740,3261,0
44,29980,0,48,6,21073,46740,911,0
44,3892,0,38,6,49721,46740,5666,0
44,3334,0,56,6,45671,46740,9575,0
44,23564,0,49,6,27233,46740,5560,0
40,45269,0,38,6,8348,6689,46740,0
40,38876,0,38,6,14741,2401,46740,0
40,22657,0,38,6,30960,55600,46740,0
40,48794,0,38,6,4823,8000,46740,0
40,25281,0,38,6,28336,6059,46740,0
40,52552,0,38,6,1065,545,46740,0
40,62202,0,38,6,56950,902,46740,0
40,38992,0,38,6,14625,5560,46740,0
40,27351,0,38,6,26266,9575,46740,0
40,7384,0,38,6,46233,5666,46740,0
40,39825,0,38,6,13792,911,46740,0
40,26861,0,38,6,26756,3261,46740,0
40,10054,0,38,6,43563,4343,46740,0
44,28401,0,42,6,24188,46740,65000,0
44,63390,0,49,6,52942,46740,8291,0
44,6885,0,56,6,42120,46740,1097,0
44,4876,0,43,6,47457,46740,4446,0
44,27283,0,57,6,21466,46740,3551,0
44,2136,0,52,6,47893,46740,44176,0
44,47118,0,54,6,2399,46740,3828,0
44,23449,0,55,6,25812,46740,1296,0
44,53612,0,54,6,61440,46740,5214,0
44,60040,0,37,6,59364,46740,56738,0
44,31655,0,44,6,20422,46740,255,0
44,20503,0,57,6,28246,46740,2500,0
44,52451,0,58,6,61577,46740,50636,0
44,29611,0,43,6,22722,46740,999,0
44,55890,0,38,6,63258,46740,2638,0
44,57035,0,54,6,58017,46740,5850,0
44,47168,0,56,6,1837,46740,6881,0
44,19846,0,56,6,29159,46740,6779,0
44,10062,0,53,6,39711,46740,16080,0
44,41706,0,53,6,8067,46740,1309,0
44,11026,0,50,6,39515,46740,7002,0
44,8928,0,55,6,40333,46740,2604,0
44,20852,0,37,6,33017,46740,2161,0
44,14612,0,38,6,39001,46740,2179,0
44,3260,0,52,6,46769,46740,6000,0
44,64011,0,54,6,51041,46740,34573,0
44,33790,0,40,6,19311,46740,1010,0
44,25692,0,54,6,23825,46740,1107,0
40,16105,0,38,6,37512,3551,46740,0
40,64354,0,38,6,54798,4446,46740,0
40,17949,0,38,6,35668,1097,46740,0
40,10576,0,38,6,43041,8291,46740,0
40,1241,0,38,6,52376,65000,46740,0
40,53743,0,38,6,65409,2604,46740,0
40,47202,0,38,6,6415,7002,46740,0
40,2712,0,38,6,50905,1309,46740,0
40,2585,0,38,6,51032,16080,46740,0
40,4066,0,38,6,49551,6779,46740,0
40,46469,0,38,6,7148,6881,46740,0
40,28251,0,38,6,25366,5850,46740,0
40,32211,0,38,6,21406,2638,46740,0
40,10466,0,38,6,43151,999,46740,0
40,45173,0,38,6,8444,50636,46740,0
40,39193,0,38,6,14424,2500,46740,0
40,44953,0,38,6,8664,255,46740,0
40,62986,0,38,6,56166,56738,46740,0
40,2788,0,38,6,50829,5214,46740,0
40,1183,0,38,6,52434,1296,46740,0
40,57609,0,38,6,61543,3828,46740,0
40,65293,0,38,6,53859,44176,46740,0
40,52332,0,38,6,1285,1107,46740,0
40,20166,0,38,6,33451,1010,46740,0
40,61782,0,38,6,57370,34573,46740,0
40,1501,0,38,6,52116,6000,46740,0
44,4899,0,51,6,45386,46740,5730,0
40,6471,0,38,6,47146,84,46740,0
40,31366,0,38,6,22251,1033,46740,0
64,61059,2,64,17,35018,59859,53,0
64,61060,2,64,17,35017,59859,53,0
64,319,0,38,17,53263,53,59859,0
64,14877,0,38,17,38705,53,59859,0
40,17551,0,38,6,36066,1947,46739,0
40,41994,0,38,6,11623,1122,46739,0
40,43231,0,38,6,10386,33899,46739,0
40,2334,0,38,6,51283,1060,46739,0
40,4267,0,38,6,49350,3269,46739,0
40,18872,0,38,6,34745,3300,46739,0
40,43746,0,38,6,9871,548,46739,0
40,506,0,38,6,53111,19350,46739,0
40,34744,0,38,6,18873,7741,46739,0
40,63602,0,38,6,55550,8500,46739,0
40,45868,0,38,6,7749,6156,46739,0
40,55501,0,38,6,63651,32780,46739,0
40,63659,0,38,6,55493,1056,46739,0
40,49030,0,38,6,4587,99,46739,0
40,20602,0,38,6,33015,89,46739,0
