len,packet_id,flags,ttl,protocol,checksum,source_port,destination_port,test
0.053333,0.455312,0,0.857143,0.3125,0.296684,0.714779,0.02193,0
0.053333,0.745372,0,0.634921,0.3125,0.061522,0.714779,0.031121,0
0.053333,0.144832,0,0.920635,0.3125,0.591322,0.714779,0.143984,0
0.053333,0.947217,0,0.587302,0.3125,0.871751,0.714779,0.030892,0
0.053333,0.116547,0,0.857143,0.3125,0.635216,0.714779,0.023307,0
0.053333,0.614897,0,0.793651,0.3125,0.152836,0.714779,0.017969,0
0.053333,0.101106,0,0.666667,0.3125,0.697532,0.714779,0.016455,0
0.053333,0.878139,0,0.777778,0.3125,0.893897,0.714795,0.050467,0
0.053333,0.84098,0,0.571429,0.3125,0.981823,0.714795,0.083194,0
0.053333,0.002291,0,0.825397,0.3125,0.757208,0.714795,0.033033,0
0.053333,0.124122,0,0.68254,0.3125,0.670625,0.714795,0.084877,0
0.053333,0.075447,0,0.904762,0.3125,0.664566,0.714795,0.044503,0
0.053333,0.634064,0,0.873016,0.3125,0.114147,0.714795,0.058511,0
0.053333,0.680463,0,0.809524,0.3125,0.083408,0.714795,0.016042,0
0.053333,0.637165,0,0.777778,0.3125,0.134491,0.714795,0.033981,0
0.053333,0.925637,0,0.888889,0.3125,0.819081,0.714795,0.458793,0
0.053333,0.777842,0,0.571429,0.3125,0.044703,0.714795,0.016425,0
0.053333,0.397749,0,0.587302,0.3125,0.420629,0.714795,0.000306,0
0.053333,0.652621,0,0.777778,0.3125,0.119046,0.714795,0.229427,0
0.04,0.206778,0,0.587302,0.3125,0.611529,0.044488,0.714799,0
0.04,0.543115,0,0.587302,0.3125,0.275423,0.084863,0.714799,0
0.04,0.738713,0,0.587302,0.3125,0.079959,0.033018,0.714799,0
0.04,0.560725,0,0.587302,0.3125,0.257826,0.08318,0.714799,0
0.04,0.888295,0,0.587302,0.3125,0.930694,0.01641,0.714799,0
0.04,0.853259,0,0.587302,0.3125,0.965706,0.458784,0.714799,0
0.04,0.527048,0,0.587302,0.3125,0.291479,0.033966,0.714799,0
0.04,0.063443,0,0.587302,0.3125,0.754766,0.016027,0.714799,0
